Product,Country,Quantity,Avg_UnitPrice,AlertFlag
IVY HEART WREATH,Spain,1,6.75,OK
IVY HEART WREATH,United Kingdom,11,6.75,OK
JADE CRYSTAL+GLASS BRACELET,United Kingdom,1,4.95,OK
JADE DROP EARRINGS W FILIGREE,EIRE,3,4.95,OK
JADE DROP EARRINGS W FILIGREE,Spain,3,4.95,OK
JADE DROP EARRINGS W FILIGREE,United Kingdom,17,4.95,OK
JAM CLOCK MAGNET,Brazil,6,2.89,OK
JAM CLOCK MAGNET,EIRE,18,2.89,OK
JAM CLOCK MAGNET,Finland,6,2.89,OK
JAM CLOCK MAGNET,France,12,2.89,OK
JAM CLOCK MAGNET,Netherlands,72,2.49,OK
JAM CLOCK MAGNET,Portugal,12,2.89,OK
JAM CLOCK MAGNET,Spain,6,2.89,OK
JAM CLOCK MAGNET,Switzerland,12,2.89,OK
JAM CLOCK MAGNET,United Kingdom,168,2.799777777777778,OK
JAM JAR WITH BLUE LID,United Kingdom,24,0.72,OK
JAM JAR WITH GREEN LID,Australia,252,0.7849999999999999,OK
JAM JAR WITH GREEN LID,Austria,12,0.85,OK
JAM JAR WITH GREEN LID,Channel Islands,24,0.85,OK
JAM JAR WITH GREEN LID,Cyprus,12,0.85,OK
JAM JAR WITH GREEN LID,EIRE,48,0.85,OK
JAM JAR WITH GREEN LID,France,181,0.8066666666666666,OK
JAM JAR WITH GREEN LID,Germany,312,0.83375,OK
JAM JAR WITH GREEN LID,Netherlands,72,0.8066666666666666,OK
JAM JAR WITH GREEN LID,Norway,24,0.85,OK
JAM JAR WITH GREEN LID,Poland,12,0.85,OK
JAM JAR WITH GREEN LID,Sweden,12,0.85,OK
JAM JAR WITH GREEN LID,USA,24,0.85,OK
JAM JAR WITH GREEN LID,United Arab Emirates,24,0.85,OK
JAM JAR WITH GREEN LID,United Kingdom,2038,0.8492307692307691,OK
JAM JAR WITH PINK LID,Australia,396,0.7849999999999999,OK
JAM JAR WITH PINK LID,Austria,12,0.85,OK
JAM JAR WITH PINK LID,Belgium,48,0.85,OK
JAM JAR WITH PINK LID,Channel Islands,36,0.85,OK
JAM JAR WITH PINK LID,Cyprus,12,0.85,OK
JAM JAR WITH PINK LID,EIRE,36,0.85,OK
JAM JAR WITH PINK LID,Finland,12,0.85,OK
JAM JAR WITH PINK LID,France,193,0.8128571428571428,OK
JAM JAR WITH PINK LID,Germany,456,0.8455172413793103,OK
JAM JAR WITH PINK LID,Netherlands,132,0.7849999999999999,OK
JAM JAR WITH PINK LID,Norway,24,0.85,OK
JAM JAR WITH PINK LID,Poland,24,0.85,OK
JAM JAR WITH PINK LID,Spain,36,0.85,OK
JAM JAR WITH PINK LID,Sweden,12,0.85,OK
JAM JAR WITH PINK LID,Switzerland,12,0.85,OK
JAM JAR WITH PINK LID,USA,24,0.85,OK
JAM JAR WITH PINK LID,United Arab Emirates,12,0.85,OK
JAM JAR WITH PINK LID,United Kingdom,2204,0.8485714285714285,OK
JAM MAKING SET PRINTED,Australia,120,1.35,OK
JAM MAKING SET PRINTED,Austria,24,1.45,OK
JAM MAKING SET PRINTED,Belgium,48,1.45,OK
JAM MAKING SET PRINTED,Channel Islands,36,1.45,OK
JAM MAKING SET PRINTED,Cyprus,12,1.45,OK
JAM MAKING SET PRINTED,Denmark,60,1.45,OK
JAM MAKING SET PRINTED,EIRE,965,1.443103448275862,OK
JAM MAKING SET PRINTED,European Community,12,1.45,OK
JAM MAKING SET PRINTED,Finland,12,1.45,OK
JAM MAKING SET PRINTED,France,360,1.45,OK
JAM MAKING SET PRINTED,Germany,816,1.45,OK
JAM MAKING SET PRINTED,Greece,12,1.45,OK
JAM MAKING SET PRINTED,Israel,12,1.45,OK
JAM MAKING SET PRINTED,Italy,48,1.45,OK
JAM MAKING SET PRINTED,Japan,60,1.45,OK
JAM MAKING SET PRINTED,Netherlands,576,1.25,OK
JAM MAKING SET PRINTED,Norway,48,1.45,OK
JAM MAKING SET PRINTED,Poland,108,1.45,OK
JAM MAKING SET PRINTED,Portugal,72,1.45,OK
JAM MAKING SET PRINTED,Singapore,12,1.45,OK
JAM MAKING SET PRINTED,Spain,60,1.45,OK
JAM MAKING SET PRINTED,Sweden,492,1.45,OK
JAM MAKING SET PRINTED,Switzerland,36,1.45,OK
JAM MAKING SET PRINTED,USA,12,1.45,OK
JAM MAKING SET PRINTED,United Kingdom,11042,1.477870879120879,OK
JAM MAKING SET WITH JARS,Australia,276,3.9166666666666665,OK
JAM MAKING SET WITH JARS,Austria,18,4.0,OK
JAM MAKING SET WITH JARS,Belgium,12,4.25,OK
JAM MAKING SET WITH JARS,Channel Islands,66,3.9166666666666665,OK
JAM MAKING SET WITH JARS,Cyprus,6,4.25,OK
JAM MAKING SET WITH JARS,Denmark,42,4.0,OK
JAM MAKING SET WITH JARS,EIRE,756,3.975806451612903,OK
JAM MAKING SET WITH JARS,European Community,6,4.25,OK
JAM MAKING SET WITH JARS,Finland,12,4.25,OK
JAM MAKING SET WITH JARS,France,67,4.25,OK
JAM MAKING SET WITH JARS,Germany,228,4.05,OK
JAM MAKING SET WITH JARS,Israel,12,3.75,OK
JAM MAKING SET WITH JARS,Italy,54,4.107142857142857,OK
JAM MAKING SET WITH JARS,Lebanon,12,3.75,OK
JAM MAKING SET WITH JARS,Malta,6,4.25,OK
JAM MAKING SET WITH JARS,Netherlands,223,3.861111111111111,OK
JAM MAKING SET WITH JARS,Poland,18,4.25,OK
JAM MAKING SET WITH JARS,Portugal,18,4.0,OK
JAM MAKING SET WITH JARS,RSA,6,4.25,OK
JAM MAKING SET WITH JARS,Singapore,12,3.75,OK
JAM MAKING SET WITH JARS,Spain,113,4.134615384615385,OK
JAM MAKING SET WITH JARS,Sweden,6,4.25,OK
JAM MAKING SET WITH JARS,Switzerland,24,4.083333333333333,OK
JAM MAKING SET WITH JARS,United Kingdom,6140,4.206197368421052,OK
JAM MAKING SET WITH JARS,Unspecified,18,4.0,OK
JARDIN ETCHED GLASS BUTTER DISH,United Kingdom,1,7.25,OK
JARDIN ETCHED GLASS CHEESE DISH,EIRE,12,1.95,OK
JARDIN ETCHED GLASS CHEESE DISH,Spain,8,7.25,OK
JARDIN ETCHED GLASS CHEESE DISH,United Kingdom,201,3.580769230769231,OK
JARDIN ETCHED GLASS FRUITBOWL,Spain,2,10.75,OK
JARDIN ETCHED GLASS FRUITBOWL,United Kingdom,121,5.265,OK
JARDIN ETCHED GLASS LARGE BELL JAR,United Kingdom,38,5.207142857142857,OK
JARDIN ETCHED GLASS SMALL BELL JAR,United Kingdom,43,3.6166666666666663,OK
JASMINE VOTIVE CANDLE,United Kingdom,338,0.27666666666666667,OK
JAZZ HEARTS ADDRESS BOOK,EIRE,96,0.2475,OK
JAZZ HEARTS ADDRESS BOOK,France,24,0.19,OK
JAZZ HEARTS ADDRESS BOOK,United Kingdom,2937,0.2527322404371585,OK
JAZZ HEARTS PURSE NOTEBOOK,EIRE,72,0.38999999999999996,OK
JAZZ HEARTS PURSE NOTEBOOK,France,24,0.39,OK
JAZZ HEARTS PURSE NOTEBOOK,Germany,48,0.39,OK
JAZZ HEARTS PURSE NOTEBOOK,Japan,96,0.74,OK
JAZZ HEARTS PURSE NOTEBOOK,Spain,30,0.39,OK
JAZZ HEARTS PURSE NOTEBOOK,United Kingdom,4095,0.4609090909090909,OK
JET BLACK LAS VEGAS BRACELET ROUND,United Kingdom,3,3.75,OK
JET BLACK LAS VEGAS NECKLACE 45CM,United Kingdom,4,5.95,OK
JIGSAW RABBIT AND BIRDHOUSE,Cyprus,12,1.65,OK
JIGSAW RABBIT AND BIRDHOUSE,EIRE,72,0.9433333333333334,OK
JIGSAW RABBIT AND BIRDHOUSE,Germany,24,1.1199999999999999,OK
JIGSAW RABBIT AND BIRDHOUSE,United Kingdom,433,1.014,OK
JIGSAW TOADSTOOLS 3 PIECE,Australia,8,1.65,OK
JIGSAW TOADSTOOLS 3 PIECE,Belgium,8,1.65,OK
JIGSAW TOADSTOOLS 3 PIECE,EIRE,48,0.59,OK
JIGSAW TOADSTOOLS 3 PIECE,Finland,16,0.59,OK
JIGSAW TOADSTOOLS 3 PIECE,France,32,0.59,OK
JIGSAW TOADSTOOLS 3 PIECE,Germany,16,0.59,OK
JIGSAW TOADSTOOLS 3 PIECE,Israel,32,0.59,OK
JIGSAW TOADSTOOLS 3 PIECE,Japan,64,1.65,OK
JIGSAW TOADSTOOLS 3 PIECE,Norway,32,0.59,OK
JIGSAW TOADSTOOLS 3 PIECE,Sweden,16,0.59,OK
JIGSAW TOADSTOOLS 3 PIECE,United Kingdom,351,0.8991666666666666,OK
JIGSAW TREE WITH BIRDHOUSE,Cyprus,12,1.45,OK
JIGSAW TREE WITH BIRDHOUSE,Czech Republic,36,1.45,OK
JIGSAW TREE WITH BIRDHOUSE,EIRE,12,0.59,OK
JIGSAW TREE WITH BIRDHOUSE,France,12,1.45,OK
JIGSAW TREE WITH BIRDHOUSE,Germany,24,1.02,OK
JIGSAW TREE WITH BIRDHOUSE,Japan,24,1.45,OK
JIGSAW TREE WITH BIRDHOUSE,Netherlands,72,0.59,OK
JIGSAW TREE WITH BIRDHOUSE,Switzerland,12,1.45,OK
JIGSAW TREE WITH BIRDHOUSE,United Kingdom,665,0.9188235294117647,OK
JIGSAW TREE WITH WATERING CAN,Cyprus,12,0.85,OK
JIGSAW TREE WITH WATERING CAN,EIRE,96,0.29,OK
JIGSAW TREE WITH WATERING CAN,Germany,12,0.85,OK
JIGSAW TREE WITH WATERING CAN,Japan,24,0.85,OK
JIGSAW TREE WITH WATERING CAN,United Kingdom,782,0.5378688524590164,OK
JINGLE BELL HEART ANTIQUE GOLD,Cyprus,3,2.08,OK
JINGLE BELL HEART ANTIQUE GOLD,EIRE,12,2.08,OK
JINGLE BELL HEART ANTIQUE GOLD,France,14,2.08,OK
JINGLE BELL HEART ANTIQUE GOLD,Norway,12,2.08,OK
JINGLE BELL HEART ANTIQUE GOLD,Singapore,48,2.08,OK
JINGLE BELL HEART ANTIQUE GOLD,United Kingdom,676,2.1894505494505494,OK
JINGLE BELL HEART ANTIQUE SILVER,Germany,36,2.08,OK
JINGLE BELL HEART ANTIQUE SILVER,Norway,12,2.08,OK
JINGLE BELL HEART ANTIQUE SILVER,Singapore,48,2.08,OK
JINGLE BELL HEART ANTIQUE SILVER,United Kingdom,3451,2.1407575757575756,OK
JINGLE BELL HEART DECORATION,EIRE,24,1.65,OK
JINGLE BELL HEART DECORATION,France,10,1.65,OK
JINGLE BELL HEART DECORATION,Spain,9,1.65,OK
JINGLE BELL HEART DECORATION,Switzerland,48,1.65,OK
JINGLE BELL HEART DECORATION,United Kingdom,3596,1.6481132075471698,OK
JINGLE BELLS TREE DECORATION,United Kingdom,89,2.2800000000000002,OK
JOY LARGE WOOD LETTERS,Germany,5,6.949999999999999,OK
JOY LARGE WOOD LETTERS,United Kingdom,32,7.449999999999999,OK
JOY WOODEN BLOCK LETTERS,France,4,4.95,OK
JOY WOODEN BLOCK LETTERS,Spain,3,4.95,OK
JOY WOODEN BLOCK LETTERS,United Kingdom,212,4.210779220779221,OK
JUMBO  BAG BAROQUE BLACK WHITE,Australia,10,1.95,OK
JUMBO  BAG BAROQUE BLACK WHITE,Belgium,10,1.95,OK
JUMBO  BAG BAROQUE BLACK WHITE,Channel Islands,220,1.9833333333333334,OK
JUMBO  BAG BAROQUE BLACK WHITE,Cyprus,10,2.08,OK
JUMBO  BAG BAROQUE BLACK WHITE,EIRE,30,2.08,OK
JUMBO  BAG BAROQUE BLACK WHITE,Finland,20,2.08,OK
JUMBO  BAG BAROQUE BLACK WHITE,France,20,2.08,OK
JUMBO  BAG BAROQUE BLACK WHITE,Germany,40,2.08,OK
JUMBO  BAG BAROQUE BLACK WHITE,Greece,10,1.95,OK
JUMBO  BAG BAROQUE BLACK WHITE,Netherlands,100,1.79,OK
JUMBO  BAG BAROQUE BLACK WHITE,Portugal,60,2.0366666666666666,OK
JUMBO  BAG BAROQUE BLACK WHITE,Spain,10,1.95,OK
JUMBO  BAG BAROQUE BLACK WHITE,Switzerland,110,1.935,OK
JUMBO  BAG BAROQUE BLACK WHITE,United Kingdom,12143,2.0121698113207547,OK
JUMBO BAG 50'S CHRISTMAS ,Australia,20,2.08,OK
JUMBO BAG 50'S CHRISTMAS ,Belgium,10,2.08,OK
JUMBO BAG 50'S CHRISTMAS ,Channel Islands,20,2.08,OK
JUMBO BAG 50'S CHRISTMAS ,EIRE,50,2.08,OK
JUMBO BAG 50'S CHRISTMAS ,France,70,2.08,OK
JUMBO BAG 50'S CHRISTMAS ,Germany,155,2.08,OK
JUMBO BAG 50'S CHRISTMAS ,Netherlands,471,1.9349999999999998,OK
JUMBO BAG 50'S CHRISTMAS ,Portugal,50,2.08,OK
JUMBO BAG 50'S CHRISTMAS ,Spain,2,2.08,OK
JUMBO BAG 50'S CHRISTMAS ,Switzerland,10,2.08,OK
JUMBO BAG 50'S CHRISTMAS ,USA,10,2.08,OK
JUMBO BAG 50'S CHRISTMAS ,United Kingdom,8086,2.071109123434705,OK
JUMBO BAG ALPHABET,Australia,201,1.8866666666666667,OK
JUMBO BAG ALPHABET,Belgium,20,2.08,OK
JUMBO BAG ALPHABET,Channel Islands,20,2.08,OK
JUMBO BAG ALPHABET,Cyprus,10,2.08,OK
JUMBO BAG ALPHABET,Denmark,100,1.79,OK
JUMBO BAG ALPHABET,EIRE,213,2.071875,OK
JUMBO BAG ALPHABET,France,62,2.08,OK
JUMBO BAG ALPHABET,Germany,73,2.08,OK
JUMBO BAG ALPHABET,Italy,30,2.08,OK
JUMBO BAG ALPHABET,Netherlands,441,1.9116666666666668,OK
JUMBO BAG ALPHABET,Norway,10,2.08,OK
JUMBO BAG ALPHABET,Portugal,50,2.08,OK
JUMBO BAG ALPHABET,RSA,10,2.08,OK
JUMBO BAG ALPHABET,Spain,10,2.08,OK
JUMBO BAG ALPHABET,Sweden,10,2.08,OK
JUMBO BAG ALPHABET,Switzerland,10,2.08,OK
JUMBO BAG ALPHABET,United Kingdom,11270,2.059489361702128,OK
JUMBO BAG APPLES,Australia,10,2.08,OK
JUMBO BAG APPLES,Austria,10,2.08,OK
JUMBO BAG APPLES,Belgium,80,2.08,OK
JUMBO BAG APPLES,Channel Islands,220,1.9833333333333334,OK
JUMBO BAG APPLES,Cyprus,20,2.08,OK
JUMBO BAG APPLES,EIRE,120,2.08,OK
JUMBO BAG APPLES,France,302,2.08,OK
JUMBO BAG APPLES,Germany,363,2.075357142857143,OK
JUMBO BAG APPLES,Israel,10,2.08,OK
JUMBO BAG APPLES,Netherlands,601,1.848,OK
JUMBO BAG APPLES,Norway,10,2.08,OK
JUMBO BAG APPLES,Portugal,30,2.08,OK
JUMBO BAG APPLES,Sweden,10,2.08,OK
JUMBO BAG APPLES,Switzerland,270,1.997142857142857,OK
JUMBO BAG APPLES,United Kingdom,11831,2.0628548895899055,OK
JUMBO BAG CHARLIE AND LOLA TOYS,Italy,10,2.08,OK
JUMBO BAG CHARLIE AND LOLA TOYS,Netherlands,101,1.935,OK
JUMBO BAG CHARLIE AND LOLA TOYS,Norway,10,2.08,OK
JUMBO BAG CHARLIE AND LOLA TOYS,United Kingdom,800,2.3325961538461537,OK
JUMBO BAG CHARLIE AND LOLA TOYS,Unspecified,1,2.08,OK
JUMBO BAG DOILEY PATTERNS,Australia,101,1.935,OK
JUMBO BAG DOILEY PATTERNS,Belgium,30,2.08,OK
JUMBO BAG DOILEY PATTERNS,EIRE,30,2.08,OK
JUMBO BAG DOILEY PATTERNS,Finland,10,2.08,OK
JUMBO BAG DOILEY PATTERNS,France,300,2.051,OK
JUMBO BAG DOILEY PATTERNS,Germany,160,2.0681818181818183,OK
JUMBO BAG DOILEY PATTERNS,Israel,10,2.08,OK
JUMBO BAG DOILEY PATTERNS,Netherlands,601,1.8275000000000001,OK
JUMBO BAG DOILEY PATTERNS,Portugal,60,2.08,OK
JUMBO BAG DOILEY PATTERNS,Spain,31,2.08,OK
JUMBO BAG DOILEY PATTERNS,United Kingdom,7404,2.047091346153846,OK
JUMBO BAG DOLLY GIRL DESIGN,Belgium,20,1.95,OK
JUMBO BAG DOLLY GIRL DESIGN,Channel Islands,10,1.95,OK
JUMBO BAG DOLLY GIRL DESIGN,EIRE,5,2.015,OK
JUMBO BAG DOLLY GIRL DESIGN,Finland,10,2.08,OK
JUMBO BAG DOLLY GIRL DESIGN,France,104,2.0681818181818183,OK
JUMBO BAG DOLLY GIRL DESIGN,Germany,10,1.95,OK
JUMBO BAG DOLLY GIRL DESIGN,Netherlands,410,1.7925,OK
JUMBO BAG DOLLY GIRL DESIGN,Portugal,40,1.9933333333333334,OK
JUMBO BAG DOLLY GIRL DESIGN,Spain,2,2.08,OK
JUMBO BAG DOLLY GIRL DESIGN,United Kingdom,2486,2.060719178082192,OK
JUMBO BAG OWLS,Australia,10,1.95,OK
JUMBO BAG OWLS,Austria,20,2.015,OK
JUMBO BAG OWLS,Belgium,20,2.015,OK
JUMBO BAG OWLS,Channel Islands,10,2.08,OK
JUMBO BAG OWLS,Denmark,120,1.87,OK
JUMBO BAG OWLS,EIRE,40,2.0366666666666666,OK
JUMBO BAG OWLS,Finland,20,2.08,OK
JUMBO BAG OWLS,France,5,2.015,OK
JUMBO BAG OWLS,Germany,123,2.0366666666666666,OK
JUMBO BAG OWLS,Italy,10,1.95,OK
JUMBO BAG OWLS,Netherlands,710,1.7914285714285714,OK
JUMBO BAG OWLS,Portugal,20,2.08,OK
JUMBO BAG OWLS,Spain,1,2.08,OK
JUMBO BAG OWLS,Sweden,10,2.08,OK
JUMBO BAG OWLS,Switzerland,10,2.08,OK
JUMBO BAG OWLS,United Kingdom,9337,2.0227296587926507,OK
JUMBO BAG PAISLEY PARK,Channel Islands,10,2.08,OK
JUMBO BAG PAISLEY PARK,EIRE,10,2.08,OK
JUMBO BAG PAISLEY PARK,Finland,30,2.08,OK
JUMBO BAG PAISLEY PARK,Germany,43,2.08,OK
JUMBO BAG PAISLEY PARK,Netherlands,201,1.8866666666666667,OK
JUMBO BAG PAISLEY PARK,Portugal,90,2.08,OK
JUMBO BAG PAISLEY PARK,Spain,12,2.08,OK
JUMBO BAG PAISLEY PARK,United Kingdom,3977,2.06027027027027,OK
JUMBO BAG PEARS,Australia,10,2.08,OK
JUMBO BAG PEARS,Belgium,20,2.08,OK
JUMBO BAG PEARS,Channel Islands,10,2.08,OK
JUMBO BAG PEARS,Cyprus,10,2.08,OK
JUMBO BAG PEARS,EIRE,40,2.08,OK
JUMBO BAG PEARS,Finland,70,2.08,OK
JUMBO BAG PEARS,France,150,2.08,OK
JUMBO BAG PEARS,Germany,180,2.08,OK
JUMBO BAG PEARS,Israel,10,2.08,OK
JUMBO BAG PEARS,Netherlands,301,1.8625,OK
JUMBO BAG PEARS,Spain,10,2.08,OK
JUMBO BAG PEARS,Switzerland,30,2.08,OK
JUMBO BAG PEARS,United Kingdom,5892,2.0733178654292344,OK
JUMBO BAG PINK POLKADOT,Australia,100,1.79,OK
JUMBO BAG PINK POLKADOT,Belgium,20,2.08,OK
JUMBO BAG PINK POLKADOT,Channel Islands,200,1.79,OK
JUMBO BAG PINK POLKADOT,EIRE,60,2.08,OK
JUMBO BAG PINK POLKADOT,Finland,60,2.0475000000000003,OK
JUMBO BAG PINK POLKADOT,France,640,2.0326666666666666,OK
JUMBO BAG PINK POLKADOT,Germany,243,2.0475,OK
JUMBO BAG PINK POLKADOT,Israel,10,2.08,OK
JUMBO BAG PINK POLKADOT,Netherlands,630,1.8275000000000001,OK
JUMBO BAG PINK POLKADOT,Portugal,60,2.054,OK
JUMBO BAG PINK POLKADOT,Singapore,20,2.08,OK
JUMBO BAG PINK POLKADOT,Spain,30,1.9933333333333334,OK
JUMBO BAG PINK POLKADOT,United Kingdom,18092,2.019482551143201,OK
JUMBO BAG PINK VINTAGE PAISLEY,Australia,201,1.8866666666666667,OK
JUMBO BAG PINK VINTAGE PAISLEY,Austria,10,2.08,OK
JUMBO BAG PINK VINTAGE PAISLEY,Belgium,20,2.015,OK
JUMBO BAG PINK VINTAGE PAISLEY,Channel Islands,40,2.0475000000000003,OK
JUMBO BAG PINK VINTAGE PAISLEY,EIRE,33,2.0475000000000003,OK
JUMBO BAG PINK VINTAGE PAISLEY,Finland,20,2.015,OK
JUMBO BAG PINK VINTAGE PAISLEY,France,40,2.08,OK
JUMBO BAG PINK VINTAGE PAISLEY,Germany,110,2.022222222222222,OK
JUMBO BAG PINK VINTAGE PAISLEY,Netherlands,400,1.72,OK
JUMBO BAG PINK VINTAGE PAISLEY,Poland,20,2.08,OK
JUMBO BAG PINK VINTAGE PAISLEY,Portugal,130,2.0366666666666666,OK
JUMBO BAG PINK VINTAGE PAISLEY,Singapore,10,2.08,OK
JUMBO BAG PINK VINTAGE PAISLEY,Spain,31,1.9825,OK
JUMBO BAG PINK VINTAGE PAISLEY,United Kingdom,8824,2.044398563734291,OK
JUMBO BAG RED RETROSPOT,Australia,211,1.9025,OK
JUMBO BAG RED RETROSPOT,Austria,10,1.95,OK
JUMBO BAG RED RETROSPOT,Belgium,110,2.028,OK
JUMBO BAG RED RETROSPOT,Channel Islands,250,2.0100000000000002,OK
JUMBO BAG RED RETROSPOT,Cyprus,10,2.08,OK
JUMBO BAG RED RETROSPOT,EIRE,136,2.042857142857143,OK
JUMBO BAG RED RETROSPOT,Finland,70,2.0583333333333336,OK
JUMBO BAG RED RETROSPOT,France,440,2.0533333333333332,OK
JUMBO BAG RED RETROSPOT,Germany,522,2.051111111111111,OK
JUMBO BAG RED RETROSPOT,Italy,10,2.08,OK
JUMBO BAG RED RETROSPOT,Netherlands,2000,1.73,OK
JUMBO BAG RED RETROSPOT,Norway,100,1.79,OK
JUMBO BAG RED RETROSPOT,Portugal,120,2.03125,OK
JUMBO BAG RED RETROSPOT,RSA,10,2.08,OK
JUMBO BAG RED RETROSPOT,Singapore,30,2.015,OK
JUMBO BAG RED RETROSPOT,Spain,41,2.054,OK
JUMBO BAG RED RETROSPOT,Sweden,10,2.08,OK
JUMBO BAG RED RETROSPOT,Switzerland,110,2.0366666666666666,OK
JUMBO BAG RED RETROSPOT,USA,10,2.08,OK
JUMBO BAG RED RETROSPOT,United Kingdom,41981,2.0162909836065572,OK
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,Channel Islands,30,2.08,OK
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,EIRE,10,2.08,OK
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,Finland,30,2.015,OK
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,France,10,2.08,OK
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,Germany,62,2.08,OK
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,Netherlands,201,1.8866666666666667,OK
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,Portugal,140,2.051111111111111,OK
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,Singapore,10,2.08,OK
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,Spain,1,2.08,OK
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,United Kingdom,7263,2.0602797202797203,OK
JUMBO BAG SCANDINAVIAN PAISLEY,Belgium,10,1.95,OK
JUMBO BAG SCANDINAVIAN PAISLEY,Channel Islands,10,1.95,OK
JUMBO BAG SCANDINAVIAN PAISLEY,Germany,10,1.95,OK
JUMBO BAG SCANDINAVIAN PAISLEY,Netherlands,100,1.65,OK
JUMBO BAG SCANDINAVIAN PAISLEY,Portugal,10,1.95,OK
JUMBO BAG SCANDINAVIAN PAISLEY,Spain,10,1.95,OK
JUMBO BAG SCANDINAVIAN PAISLEY,United Kingdom,1797,1.9155172413793105,OK
JUMBO BAG SPACEBOY DESIGN,Australia,20,2.08,OK
JUMBO BAG SPACEBOY DESIGN,Austria,10,2.08,OK
JUMBO BAG SPACEBOY DESIGN,Belgium,50,2.054,OK
JUMBO BAG SPACEBOY DESIGN,Cyprus,10,1.95,OK
JUMBO BAG SPACEBOY DESIGN,EIRE,32,2.0366666666666666,OK
JUMBO BAG SPACEBOY DESIGN,Finland,20,2.08,OK
JUMBO BAG SPACEBOY DESIGN,France,234,2.0540000000000003,OK
JUMBO BAG SPACEBOY DESIGN,Germany,153,2.052142857142857,OK
JUMBO BAG SPACEBOY DESIGN,Netherlands,700,1.73,OK
JUMBO BAG SPACEBOY DESIGN,Portugal,30,2.0366666666666666,OK
JUMBO BAG SPACEBOY DESIGN,Singapore,20,2.08,OK
JUMBO BAG SPACEBOY DESIGN,Switzerland,20,2.08,OK
JUMBO BAG SPACEBOY DESIGN,United Kingdom,6937,2.0393617021276595,OK
JUMBO BAG STRAWBERRY,Belgium,50,2.028,OK
JUMBO BAG STRAWBERRY,Channel Islands,40,2.0475000000000003,OK
JUMBO BAG STRAWBERRY,Cyprus,10,2.08,OK
JUMBO BAG STRAWBERRY,EIRE,32,1.9825,OK
JUMBO BAG STRAWBERRY,France,220,1.9400000000000002,OK
JUMBO BAG STRAWBERRY,Germany,84,2.054,OK
JUMBO BAG STRAWBERRY,Greece,10,1.95,OK
JUMBO BAG STRAWBERRY,Netherlands,500,1.6780000000000002,OK
JUMBO BAG STRAWBERRY,Portugal,30,2.08,OK
JUMBO BAG STRAWBERRY,Switzerland,30,2.015,OK
JUMBO BAG STRAWBERRY,United Kingdom,15801,2.0092246835443035,OK
JUMBO BAG TOYS ,Australia,100,1.79,OK
JUMBO BAG TOYS ,France,10,1.95,OK
JUMBO BAG TOYS ,Germany,32,2.08,OK
JUMBO BAG TOYS ,Italy,50,2.0366666666666666,OK
JUMBO BAG TOYS ,Netherlands,120,1.865,OK
JUMBO BAG TOYS ,Portugal,20,2.08,OK
JUMBO BAG TOYS ,Spain,7,2.08,OK
JUMBO BAG TOYS ,Switzerland,10,2.08,OK
JUMBO BAG TOYS ,United Kingdom,3849,2.012943722943723,OK
JUMBO BAG VINTAGE CHRISTMAS ,Australia,200,1.79,OK
JUMBO BAG VINTAGE CHRISTMAS ,Channel Islands,20,2.08,OK
JUMBO BAG VINTAGE CHRISTMAS ,EIRE,20,2.08,OK
JUMBO BAG VINTAGE CHRISTMAS ,Finland,10,2.08,OK
JUMBO BAG VINTAGE CHRISTMAS ,France,50,2.08,OK
JUMBO BAG VINTAGE CHRISTMAS ,Germany,70,2.08,OK
JUMBO BAG VINTAGE CHRISTMAS ,Netherlands,1,2.08,OK
JUMBO BAG VINTAGE CHRISTMAS ,Portugal,10,2.08,OK
JUMBO BAG VINTAGE CHRISTMAS ,Spain,2,2.08,OK
JUMBO BAG VINTAGE CHRISTMAS ,United Kingdom,4524,2.0791269841269844,OK
JUMBO BAG VINTAGE CHRISTMAS ,Unspecified,1,2.08,OK
JUMBO BAG VINTAGE DOILEY ,United Kingdom,143,2.0316666666666667,OK
JUMBO BAG VINTAGE DOILY ,Australia,100,1.79,OK
JUMBO BAG VINTAGE DOILY ,Belgium,30,2.08,OK
JUMBO BAG VINTAGE DOILY ,Channel Islands,20,2.08,OK
JUMBO BAG VINTAGE DOILY ,EIRE,83,2.08,OK
JUMBO BAG VINTAGE DOILY ,Finland,70,2.08,OK
JUMBO BAG VINTAGE DOILY ,France,487,2.064736842105263,OK
JUMBO BAG VINTAGE DOILY ,Germany,90,2.08,OK
JUMBO BAG VINTAGE DOILY ,Italy,10,2.08,OK
JUMBO BAG VINTAGE DOILY ,Netherlands,210,1.935,OK
JUMBO BAG VINTAGE DOILY ,Portugal,70,2.08,OK
JUMBO BAG VINTAGE DOILY ,RSA,10,2.08,OK
JUMBO BAG VINTAGE DOILY ,Spain,13,2.08,OK
JUMBO BAG VINTAGE DOILY ,Switzerland,10,2.08,OK
