StockCode,semanas_activas,unidades_totales,descripcion,product_line,tasa_rotacion
23012,26,1017,GLASS APOTHECARY BOTTLE PERFUME,Others,39.11538461538461
23013,26,866,GLASS APOTHECARY BOTTLE TONIC,Others,33.30769230769231
23014,25,800,GLASS APOTHECARY BOTTLE ELIXIR,Others,32.0
23015,11,37,CORDIAL GLASS JUG,Others,3.3636363636363638
23016,14,69,GLASS TWIST BON BON JAR,Others,4.928571428571429
23017,16,64,APOTHECARY MEASURING JAR,Others,4.0
23018,12,50,LARGE APOTHECARY MEASURING JAR,Others,4.166666666666667
23019,18,81,SMALL APOTHECARY MEASURING JAR,Others,4.5
23020,26,176,GLASS  SONGBIRD STORAGE JAR,Others,6.769230769230769
23021,15,118,GLASS BONNE JAM JAR,Others,7.866666666666666
23022,14,416,SMALL BONNE JAM JAR  T-LIGHT HOLDER,Others,29.714285714285715
23023,15,272,RIDGED BONNE JAM JAR T-LIGHT HOLDER,Others,18.133333333333333
23024,9,254,LARGE BONNE JAM JAR  T-LIGHT HOLDER,Others,28.22222222222222
23025,18,317,DRAWER KNOB VINTAGE GLASS BALL,Others,17.61111111111111
23026,24,504,DRAWER KNOB VINTAGE GLASS STAR,Others,21.0
23027,17,287,DRAWER KNOB VINTAGE GLASS HEXAGON,Others,16.88235294117647
23028,21,1247,DOORKNOB CRACKED GLAZE BLUE,Others,59.38095238095238
23029,26,1284,DRAWER KNOB CRACKLE GLAZE GREEN,Others,49.38461538461539
23031,26,1246,DRAWER KNOB CRACKLE GLAZE PINK,Others,47.92307692307692
23032,24,2264,DOORKNOB CRACKED GLAZE IVORY,Others,94.33333333333333
23033,22,685,DRAWER KNOB CERAMIC RED,Others,31.136363636363637
23034,25,947,DRAWER KNOB CERAMIC BLACK,Others,37.88
23035,26,2089,DRAWER KNOB CERAMIC IVORY,Others,80.34615384615384
23036,12,183,T-LIGHT HOLDER SILVER PETIT FOUR,Others,15.25
23037,11,193,CANDLE HOLDER SILVER MADELINE,Others,17.545454545454547
23038,6,41,T-LIGHT HOLDER SILVER SAUCER,Others,6.833333333333333
23039,12,192,T-LIGHT HOLDER SILVER HEART HANDLE,Others,16.0
23040,20,246,PAPER LANTERN 9 POINT SNOW STAR,Stationery,12.3
23041,24,260,PAPER LANTERN 9 POINT SNOW STAR,Stationery,10.833333333333334
23042,16,99,PAPER LANTERN 7 POINT SNOW STAR,Stationery,6.1875
23043,11,75,PAPER LANTERN 9 POINT HOLLY STAR L,Stationery,6.818181818181818
23044,17,103,PAPER LANTERN 9 POINT HOLLY STAR S,Stationery,6.0588235294117645
23045,15,116,PAPER LANTERN 5 POINT STAR MOON 30,Stationery,7.733333333333333
23046,21,347,PAPER LANTERN 9 POINT DELUXE STAR,Stationery,16.523809523809526
23047,19,58,PAPER LANTERN 5 POINT SEQUIN STAR,Stationery,3.0526315789473686
23048,28,564,SET OF 10 LANTERNS FAIRY LIGHT STAR,Home Decor,20.142857142857142
23049,38,435,RECYCLED ACAPULCO MAT RED,Others,11.447368421052632
23050,39,459,RECYCLED ACAPULCO MAT GREEN,Others,11.76923076923077
23051,38,335,RECYCLED ACAPULCO MAT BLUE,Others,8.81578947368421
23052,39,571,RECYCLED ACAPULCO MAT TURQUOISE,Others,14.64102564102564
23053,34,319,RECYCLED ACAPULCO MAT PINK,Others,9.382352941176471
23054,31,268,RECYCLED ACAPULCO MAT LAVENDER,Others,8.64516129032258
23055,20,561,IVORY CHANDELIER T-LIGHT HOLDER,Others,28.05
23056,23,869,FLOWERS CHANDELIER T-LIGHT HOLDER,Others,37.78260869565217
23057,23,677,GEMSTONE CHANDELIER T-LIGHT HOLDER,Others,29.434782608695652
23058,13,486,CHRISTMAS HANGING SNOWFLAKE,Seasonal,37.38461538461539
23060,20,244,HEART BEADED TRELLIS DECORATION,Others,12.2
23061,31,964,VINTAGE EMBOSSED HEART,Others,31.096774193548388
23064,15,220,CINDERELLA CHANDELIER,Others,14.666666666666666
23065,28,257,LARGE DECO JEWELLERY STAND,Others,9.178571428571429
23066,23,245,SMALL DECO JEWELLERY STAND,Others,10.652173913043478
23067,31,277,HANGING ENGRAVED METAL HEART,Others,8.935483870967742
23068,34,805,ALUMINIUM STAMPED HEART,Others,23.676470588235293
23069,21,89,EDWARDIAN PHOTO FRAME,Others,4.238095238095238
23070,21,147,EDWARDIAN HEART PHOTO FRAME,Others,7.0
23071,13,317,MARIE ANTOIENETT TRINKET BOX GOLD,Others,24.384615384615383
23072,12,326,MARIE ANTOINETTE TRINKET BOX SILVER,Others,27.166666666666668
23073,24,142,GEORGIAN TRINKET BOX,Others,5.916666666666667
23074,13,225,EMBOSSED HEART TRINKET BOX,Others,17.307692307692307
23075,31,470,PARLOUR CERAMIC WALL HOOK,Others,15.161290322580646
23076,37,7920,ICE CREAM SUNDAE LIP GLOSS,Others,214.05405405405406
23077,38,9662,DOUGHNUT LIP GLOSS,Others,254.26315789473685
23078,38,6607,ICE CREAM PEN LIP GLOSS,Others,173.8684210526316
23079,30,250,TOADSTOOL BEDSIDE LIGHT,Others,8.333333333333334
23080,31,1003,RED METAL BOX TOP SECRET,Others,32.354838709677416
23081,31,454,GREEN METAL BOX ARMY SUPPLIES,Others,14.64516129032258
23082,31,2265,SET 6 PAPER TABLE LANTERN HEARTS,Stationery,73.06451612903226
23083,29,1860,SET 6 PAPER TABLE LANTERN STARS,Stationery,64.13793103448276
23084,22,27202,RABBIT NIGHT LIGHT,Others,1236.4545454545455
23085,21,374,ANTIQUE SILVER BAUBLE LAMP,Others,17.80952380952381
23086,21,1194,ZINC  STAR T-LIGHT HOLDER,Others,56.857142857142854
23087,23,830,ZINC  HEART T-LIGHT HOLDER,Others,36.08695652173913
23088,26,760,ZINC HEART FLOWER T-LIGHT HOLDER,Others,29.23076923076923
23089,29,2136,GLASS BON BON JAR,Others,73.65517241379311
23090,26,2130,VINTAGE GLASS T-LIGHT HOLDER,Others,81.92307692307692
23091,27,570,ZINC HERB GARDEN CONTAINER,Others,21.11111111111111
23092,29,509,LARGE ANTIQUE WHITE PHOTO FRAME,Others,17.551724137931036
23093,30,916,SMALL PARISIENNE HEART PHOTO FRAME,Others,30.533333333333335
23094,28,147,LE GRAND TRAY CHIC SET,Others,5.25
23096,29,1007,PETIT TRAY CHIC,Others,34.724137931034484
23099,25,132,FRENCH CARRIAGE LANTERN,Home Decor,5.28
23100,29,2093,SILVER BELLS TABLE DECORATION,Others,72.17241379310344
23101,28,1948,SILVER STARS TABLE DECORATION,Others,69.57142857142857
23102,27,1245,SILVER HEARTS TABLE DECORATION,Others,46.111111111111114
23103,31,3939,JINGLE BELL HEART DECORATION,Others,127.06451612903226
23104,24,116,IVORY PANTRY HANGING LAMP,Others,4.833333333333333
23106,24,283,ZINC HEARTS PLANT POT HOLDER,Others,11.791666666666666
23107,24,340,WHITE HEARTS WIRE PLANT POT HOLDER,Others,14.166666666666666
23108,31,2194,SET OF 10 LED DOLLY LIGHTS,Others,70.7741935483871
23109,30,2325,LED TEA LIGHTS,Kitchenware,77.5
23110,31,664,PARISIENNE KEY CABINET,Others,21.419354838709676
23111,30,296,PARISIENNE SEWING BOX,Others,9.866666666666667
23112,30,472,PARISIENNE CURIO CABINET,Others,15.733333333333333
23113,13,1138,PANTRY CHOPPING BOARD,Others,87.53846153846153
23114,11,144,VINTAGE LEAF CHOPPING BOARD,Others,13.090909090909092
23115,11,147,RED APPLES CHOPPING BOARD,Others,13.363636363636363
23116,11,72,VEGETABLE GARDEN CHOPPING BOARD,Others,6.545454545454546
23117,11,85,POPPY FIELDS CHOPPING BOARD,Others,7.7272727272727275
23118,31,765,PARISIENNE JEWELLERY DRAWER,Others,24.677419354838708
23119,26,2156,PACK OF 6 LARGE FRUIT STRAWS,Others,82.92307692307692
23120,24,1648,PACK OF 6 SMALL FRUIT STRAWS,Others,68.66666666666667
23121,25,2465,PACK OF 6 COCKTAIL PARASOL STRAWS,Others,98.6
23122,25,2093,PARTY CHARMS 50 PIECES,Others,83.72
23123,23,900,COCKTAIL SWORDS 50 PIECES,Others,39.130434782608695
23124,9,503,18PC WOODEN CUTLERY SET DISPOSABLE,Others,55.888888888888886
23125,10,405,6PC WOOD PLATE SET DISPOSABLE,Kitchenware,40.5
23126,41,1089,DOLLCRAFT GIRL AMELIE KIT,Others,26.5609756097561
23127,39,714,DOLLCRAFT GIRL NICOLE,Others,18.307692307692307
23128,39,436,FELTCRAFT BOY JEAN-PAUL KIT,Others,11.179487179487179
23129,26,942,HEART SHAPED HOLLY WREATH,Others,36.23076923076923
23130,27,918,MISTLETOE HEART WREATH GREEN,Others,34.0
23131,31,894,MISTLETOE HEART WREATH CREAM,Others,28.838709677419356
23132,32,1022,SMALL IVORY HEART WALL ORGANISER,Others,31.9375
23133,33,759,LARGE IVORY HEART WALL ORGANISER,Others,23.0
23134,17,1064,LARGE ZINC HEART WALL ORGANISER,Others,62.588235294117645
23135,23,1538,SMALL ZINC HEART WALL ORGANISER,Others,66.8695652173913
23136,21,127,IVORY WIRE SWEETHEART LETTER TRAY,Others,6.0476190476190474
23137,14,80,ZINC WIRE SWEETHEART LETTER TRAY,Others,5.714285714285714
23138,30,875,SINGLE WIRE HOOK IVORY HEART,Others,29.166666666666668
23139,19,407,SINGLE WIRE HOOK PINK HEART,Others,21.42105263157895
23140,21,160,TRIPLE WIRE HOOK IVORY HEART,Others,7.619047619047619
23141,14,68,TRIPLE WIRE HOOK PINK HEART,Others,4.857142857142857
23142,19,116,IVORY WIRE KITCHEN ORGANISER,Kitchenware,6.105263157894737
23143,7,25,ZINC WIRE KITCHEN ORGANISER,Kitchenware,3.5714285714285716
23144,34,4894,ZINC T-LIGHT HOLDER STARS SMALL,Others,143.94117647058823
23145,34,2054,ZINC T-LIGHT HOLDER STAR LARGE,Others,60.411764705882355
23146,34,781,TRIPLE HOOK ANTIQUE IVORY ROSE,Others,22.970588235294116
23147,34,1845,SINGLE ANTIQUE ROSE HOOK IVORY,Others,54.26470588235294
23148,34,2118,MINIATURE ANTIQUE ROSE HOOK IVORY,Others,62.294117647058826
23149,13,97,ANTIQUE IVORY WIRE BOWL SMALL,Kitchenware,7.461538461538462
23150,24,139,IVORY SWEETHEART SOAP DISH,Others,5.791666666666667
23151,11,60,ZINC SWEETHEART SOAP DISH,Others,5.454545454545454
23152,33,545,IVORY SWEETHEART WIRE LETTER RACK,Others,16.515151515151516
23153,30,248,ZINC SWEETHEART WIRE LETTER RACK,Others,8.266666666666667
23154,38,2472,SET OF 4 JAM JAR MAGNETS,Others,65.05263157894737
23155,36,2106,KNICKERBOCKERGLORY MAGNET ASSORTED,Others,58.5
23156,38,1638,SET OF 5 MINI GROCERY MAGNETS,Others,43.10526315789474
23157,21,2543,SET OF 6 NATIVITY MAGNETS,Others,121.0952380952381
23158,38,2538,SET OF 5 LUCKY CAT MAGNETS,Others,66.78947368421052
23159,37,2283,SET OF 5 PANCAKE DAY MAGNETS,Others,61.7027027027027
23160,25,1404,REGENCY TEA SPOON,Kitchenware,56.16
23161,28,1608,REGENCY CAKE FORK,Others,57.42857142857143
23162,32,1362,REGENCY TEA STRAINER,Kitchenware,42.5625
23163,32,1714,REGENCY SUGAR TONGS,Others,53.5625
23164,28,564,REGENCY CAKE SLICE,Others,20.142857142857142
23165,31,2954,LARGE CERAMIC TOP STORAGE JAR,Others,95.29032258064517
23166,32,77916,MEDIUM CERAMIC TOP STORAGE JAR,Others,2434.875
23167,31,5666,SMALL CERAMIC TOP STORAGE JAR,Others,182.7741935483871
23168,31,2850,CLASSIC CAFE SUGAR DISPENSER,Others,91.93548387096774
23169,31,1453,CLASSIC GLASS SWEET JAR,Others,46.87096774193548
23170,31,6575,REGENCY TEA PLATE ROSES,Kitchenware,212.09677419354838
23171,31,5966,REGENCY TEA PLATE GREEN,Kitchenware,192.4516129032258
23172,31,3688,REGENCY TEA PLATE PINK,Kitchenware,118.96774193548387
23173,31,2666,REGENCY TEAPOT ROSES,Kitchenware,86.0
23174,31,2956,REGENCY SUGAR BOWL GREEN,Kitchenware,95.35483870967742
23175,29,3066,REGENCY MILK JUG PINK,Others,105.72413793103448
23176,41,2090,ABC TREASURE BOOK BOX,Others,50.97560975609756
23177,41,2431,TREASURE ISLAND BOOK BOX,Others,59.292682926829265
23178,26,312,JAM CLOCK MAGNET,Others,12.0
23179,21,304,CLOCK MAGNET MUM'S KITCHEN,Kitchenware,14.476190476190476
23180,23,104,MUM'S KITCHEN CLOCK,Kitchenware,4.521739130434782
23181,32,185,BULL DOG BOTTLE TOP WALL CLOCK,Others,5.78125
23182,41,3414,TOILET SIGN OCCUPIED OR VACANT,Others,83.26829268292683
23183,26,178,MOTHER'S KITCHEN SPOON REST,Kitchenware,6.846153846153846
23184,39,778,BULL DOG BOTTLE OPENER,Others,19.94871794871795
23185,21,323,FRENCH STYLE STORAGE JAR JAM,Others,15.380952380952381
23186,26,1982,FRENCH STYLE STORAGE JAR CAFE,Others,76.23076923076923
23187,22,2338,FRENCH STYLE STORAGE JAR BONBONS,Others,106.27272727272727
23188,26,3098,VINTAGE  2 METER FOLDING RULER,Others,119.15384615384616
23189,19,1215,SET OF 12 FORK CANDLES,Others,63.94736842105263
23190,31,1678,BUNDLE OF 3 SCHOOL EXERCISE BOOKS,Others,54.12903225806452
23191,31,2176,BUNDLE OF 3 RETRO NOTE BOOKS,Others,70.19354838709677
23192,31,3286,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,Others,106.0
23193,41,1855,BUFFALO BILL TREASURE BOOK BOX,Others,45.24390243902439
23194,40,1754,GYMKHANNA TREASURE BOOK BOX,Others,43.85
23196,25,1760,RETO LEAVES MAGNETIC SHOPPING LIST,Others,70.4
23197,25,1368,SKETCHBOOK MAGNETIC SHOPPING LIST,Others,54.72
23198,25,3067,PANTRY MAGNETIC  SHOPPING LIST,Others,122.68
23199,35,13887,JUMBO BAG APPLES,Others,396.77142857142854
23200,32,6733,JUMBO BAG PEARS,Others,210.40625
23201,35,12540,JUMBO BAG ALPHABET,Others,358.2857142857143
23202,32,10716,JUMBO BAG VINTAGE LEAF,Others,334.875
23203,32,19516,JUMBO BAG DOILEY PATTERNS,Others,609.875
23204,35,7039,CHARLOTTE BAG APPLES DESIGN,Others,201.11428571428573
23205,35,5152,CHARLOTTE BAG VINTAGE ALPHABET,Others,147.2
23206,35,11565,LUNCH BAG APPLE DESIGN,Others,330.42857142857144
23207,35,7554,LUNCH BAG ALPHABET DESIGN,Others,215.82857142857142
23208,35,6225,LUNCH BAG VINTAGE LEAF DESIGN,Others,177.85714285714286
23209,32,13004,LUNCH BAG DOILEY PATTERN,Others,406.375
23210,26,2803,WHITE ROCKING HORSE HAND PAINTED,Others,107.8076923076923
23211,25,2208,RED ROCKING HORSE HAND PAINTED,Others,88.32
23212,26,2179,HEART WREATH DECORATION WITH BELL,Others,83.8076923076923
23213,23,1595,STAR WREATH DECORATION WITH BELL,Others,69.34782608695652
23214,22,777,JINGLE BELL HEART ANTIQUE GOLD,Others,35.31818181818182
23215,23,3547,JINGLE BELL HEART ANTIQUE SILVER,Others,154.2173913043478
23216,21,518,LAUREL HEART ANTIQUE GOLD,Others,24.666666666666668
23217,23,1290,LAUREL HEART ANTIQUE SILVER,Others,56.08695652173913
23218,12,372,LAUREL STAR ANTIQUE GOLD,Others,31.0
23219,16,404,LAUREL STAR ANTIQUE SILVER,Others,25.25
23220,18,930,REINDEER HEART DECORATION GOLD,Others,51.666666666666664
23221,23,1461,REINDEER HEART DECORATION SILVER,Others,63.52173913043478
23222,17,776,CHRISTMAS TREE HANGING GOLD,Seasonal,45.64705882352941
23223,18,747,CHRISTMAS TREE HANGING SILVER,Seasonal,41.5
23224,16,719,CHERUB HEART DECORATION GOLD,Others,44.9375
23225,19,1297,CHERUB HEART DECORATION SILVER,Others,68.26315789473684
23226,27,1199,FILIGREE HEART DAISY WHITE,Others,44.407407407407405
23227,28,1592,FILIGREE HEART BUTTERFLY WHITE,Others,56.857142857142854
23228,26,1397,FILIGREE HEART BIRD WHITE,Others,53.73076923076923
23229,26,1804,VINTAGE DONKEY TAIL GAME,Toys & Games,69.38461538461539
23230,47,7950,WRAP ALPHABET DESIGN,Others,169.14893617021278
23231,48,7225,WRAP DOILEY DESIGN,Others,150.52083333333334
23232,45,8626,WRAP VINTAGE PETALS  DESIGN,Others,191.6888888888889
23233,47,5175,WRAP POPPIES  DESIGN,Others,110.1063829787234
23234,26,1635,BISCUIT TIN VINTAGE CHRISTMAS,Seasonal,62.88461538461539
23235,24,729,STORAGE TIN VINTAGE LEAF,Others,30.375
23236,27,2459,DOILEY STORAGE TIN,Others,91.07407407407408
23237,27,1044,SET OF 4 KNICK KNACK TINS LEAVES,Others,38.666666666666664
23238,27,1788,SET OF 4 KNICK KNACK TINS LONDON,Others,66.22222222222223
23239,27,823,SET OF 4 KNICK KNACK TINS POPPIES,Others,30.48148148148148
23240,27,4103,SET OF 4 KNICK KNACK TINS DOILEY,Others,151.96296296296296
23241,27,2024,TREASURE TIN GYMKHANA DESIGN,Others,74.96296296296296
23242,27,1436,TREASURE TIN BUFFALO BILL,Others,53.18518518518518
23243,27,4663,SET OF TEA COFFEE SUGAR TINS PANTRY,Kitchenware,172.7037037037037
23244,27,925,STORAGE TIN VINTAGE LEAF,Others,34.25925925925926
23245,27,5856,SET OF 3 REGENCY CAKE TINS,Others,216.88888888888889
23247,25,2060,BISCUIT TIN 50'S CHRISTMAS,Seasonal,82.4
23249,26,802,VINTAGE RED ENAMEL TRIM PLATE,Kitchenware,30.846153846153847
23250,26,1103,VINTAGE RED TRIM ENAMEL BOWL,Kitchenware,42.42307692307692
23251,26,1646,VINTAGE RED ENAMEL TRIM MUG,Kitchenware,63.30769230769231
23252,27,590,VINTAGE RED ENAMEL TRIM JUG,Others,21.85185185185185
23253,30,214,16 PIECE CUTLERY SET PANTRY DESIGN,Others,7.133333333333334
23254,36,1664,CHILDRENS CUTLERY DOLLY GIRL,Others,46.22222222222222
23255,36,963,CHILDRENS CUTLERY CIRCUS PARADE,Others,26.75
23256,36,2018,CHILDRENS CUTLERY SPACEBOY,Others,56.05555555555556
23263,28,3747,SET OF 3 WOODEN HEART DECORATIONS,Others,133.82142857142858
23264,26,1845,SET OF 3 WOODEN SLEIGH DECORATIONS,Others,70.96153846153847
23265,27,1680,SET OF 3 WOODEN TREE DECORATIONS,Others,62.22222222222222
23266,27,1975,SET OF 3 WOODEN STOCKING DECORATION,Others,73.14814814814815
23267,23,1158,SET OF 4 SANTA PLACE SETTINGS,Others,50.34782608695652
23268,18,1435,SET OF 2 CERAMIC CHRISTMAS REINDEER,Seasonal,79.72222222222223
23269,20,755,SET OF 2 CERAMIC CHRISTMAS TREES,Seasonal,37.75
23270,27,1166,SET OF 2 CERAMIC PAINTED HEARTS,Others,43.18518518518518
23271,18,1622,CHRISTMAS TABLE CANDLE SILVER SPIKE,Seasonal,90.11111111111111
23272,18,352,TREE T-LIGHT HOLDER WILLIE WINKIE,Others,19.555555555555557
23273,26,928,HEART T-LIGHT HOLDER WILLIE WINKIE,Others,35.69230769230769
23274,24,1142,STAR T-LIGHT HOLDER WILLIE WINKIE,Others,47.583333333333336
23275,28,3642,SET OF 3 HANGING OWLS OLLIE BEAK,Others,130.07142857142858
23280,29,1995,FOLDING BUTTERFLY MIRROR HOT PINK,Others,68.79310344827586
23281,28,1270,FOLDING BUTTERFLY MIRROR RED,Others,45.357142857142854
23282,29,753,FOLDING BUTTERFLY MIRROR IVORY,Others,25.96551724137931
23283,25,967,DOORMAT VINTAGE LEAVES DESIGN,Others,38.68
23284,27,5342,DOORMAT KEEP CALM AND COME IN,Others,197.85185185185185
23285,26,4679,PINK VINTAGE SPOT BEAKER,Others,179.96153846153845
23286,27,4901,BLUE VINTAGE SPOT BEAKER,Others,181.5185185185185
23287,25,1782,RED VINTAGE SPOT BEAKER,Others,71.28
23288,27,4505,GREEN VINTAGE SPOT BEAKER,Others,166.85185185185185
23289,26,1553,DOLLY GIRL CHILDRENS BOWL,Kitchenware,59.73076923076923
23290,26,2367,SPACEBOY CHILDRENS BOWL,Kitchenware,91.03846153846153
23291,26,1549,DOLLY GIRL CHILDRENS CUP,Others,59.57692307692308
23292,26,2082,SPACE BOY CHILDRENS CUP,Others,80.07692307692308
23293,22,8243,SET OF 12 FAIRY CAKE BAKING CASES,Others,374.6818181818182
23294,22,4292,SET OF 6 SNACK LOAF BAKING CASES,Others,195.0909090909091
23295,22,5963,SET OF 12 MINI LOAF BAKING CASES,Others,271.04545454545456
23296,22,4879,SET OF 6 TEA TIME BAKING CASES,Kitchenware,221.77272727272728
23297,15,4260,SET 40 HEART SHAPE PETIT FOUR CASES,Others,284.0
23298,32,7785,SPOTTY BUNTING,Others,243.28125
23299,28,983,FOOD COVER WITH BEADS SET 2,Others,35.107142857142854
23300,31,6303,GARDENERS KNEELING PAD CUP OF TEA,Kitchenware,203.32258064516128
23301,31,7740,GARDENERS KNEELING PAD KEEP CALM,Others,249.67741935483872
23302,30,1481,KNEELING MAT HOUSEWORK  DESIGN,Others,49.36666666666667
23303,4,65,SET 4 PICNIC CUTLERY FONDANT,Others,16.25
23304,4,71,SET 4 PICNIC CUTLERY CHERRY,Others,17.75
23305,5,82,SET 4 PICNIC CUTLERY BLUEBERRY,Others,16.4
23306,27,2692,SET OF 36 DOILIES PANTRY DESIGN,Others,99.70370370370371
23307,28,11675,SET OF 60 PANTRY DESIGN CAKE CASES,Others,416.9642857142857
23308,28,5967,SET OF 60 VINTAGE LEAF CAKE CASES,Others,213.10714285714286
23309,28,7727,SET OF 60 I LOVE LONDON CAKE CASES,Others,275.9642857142857
23310,27,11891,BUBBLEGUM RING ASSORTED,Others,440.4074074074074
23311,22,2199,VINTAGE CHRISTMAS STOCKING,Seasonal,99.95454545454545
23312,22,1365,VINTAGE CHRISTMAS GIFT SACK,Seasonal,62.04545454545455
23313,22,2755,VINTAGE CHRISTMAS BUNTING,Seasonal,125.22727272727273
23314,19,393,VINTAGE CHRISTMAS TABLECLOTH,Seasonal,20.68421052631579
23315,25,202,IVORY REFECTORY CLOCK,Others,8.08
23316,25,236,RED REFECTORY CLOCK,Others,9.44
23317,24,162,BLUE REFECTORY CLOCK,Others,6.75
23318,22,3647,BOX OF 6 MINI VINTAGE CRACKERS,Others,165.77272727272728
23319,23,3539,BOX OF 6 MINI 50'S CRACKERS,Others,153.8695652173913
23320,23,2635,GIANT 50'S CHRISTMAS CRACKER,Seasonal,114.56521739130434
23321,27,4283,SMALL WHITE HEART OF WICKER,Others,158.62962962962962
23322,27,2908,LARGE WHITE HEART OF WICKER,Others,107.70370370370371
23323,25,1426,WHITE WICKER STAR,Others,57.04
23324,15,381,RUSTIC STRAWBERRY JAMPOT LARGE,Others,25.4
23325,15,444,RUSTIC STRAWBERRY JAMPOT SMALL,Others,29.6
23326,17,3370,HANGING MINI COLOURED BOTTLES,Others,198.23529411764707
23327,13,1710,HANGING CLEAR MINI BOTTLE,Others,131.53846153846155
23328,18,2067,SET 6 SCHOOL MILK BOTTLES IN CRATE,Others,114.83333333333333
23329,19,1712,DECORATIVE WICKER HEART LARGE,Others,90.10526315789474
23330,18,1761,DECORATIVE WICKER HEART MEDIUM,Others,97.83333333333333
23331,18,1492,DECORATIVE WICKER HEART SMALL,Others,82.88888888888889
23332,19,1996,IVORY WICKER HEART LARGE,Others,105.05263157894737
23333,18,2030,IVORY WICKER HEART MEDIUM,Others,112.77777777777777
23334,18,2154,IVORY WICKER HEART SMALL,Others,119.66666666666667
23335,25,359,EGG FRYING PAN IVORY,Others,14.36
23336,23,200,EGG FRYING PAN PINK,Others,8.695652173913043
23337,23,169,EGG FRYING PAN MINT,Others,7.3478260869565215
23338,25,405,EGG FRYING PAN RED,Others,16.2
23339,22,150,EGG FRYING PAN BLUE,Others,6.818181818181818
23340,19,2465,VINTAGE CHRISTMAS CAKE FRILL,Seasonal,129.73684210526315
23341,25,282,PINK DINER WALL CLOCK,Others,11.28
23342,25,367,MINT DINER WALL CLOCK,Others,14.68
23343,25,4908,JUMBO BAG VINTAGE CHRISTMAS,Seasonal,196.32
23344,26,8954,JUMBO BAG 50'S CHRISTMAS,Seasonal,344.38461538461536
23345,21,2398,DOLLY GIRL BEAKER,Others,114.19047619047619
23346,21,2571,SPACEBOY BEAKER,Others,122.42857142857143
23347,19,827,I LOVE LONDON BEAKER,Others,43.526315789473685
23348,14,680,CHILDRENS TOY COOKING UTENSIL SET,Toys & Games,48.57142857142857
23349,19,2857,ROLL WRAP VINTAGE CHRISTMAS,Seasonal,150.3684210526316
23350,19,2593,ROLL WRAP VINTAGE SPOT,Others,136.47368421052633
23351,18,3058,ROLL WRAP 50'S CHRISTMAS,Seasonal,169.88888888888889
23352,17,1596,ROLL WRAP 50'S RED CHRISTMAS,Seasonal,93.88235294117646
23353,19,3735,6 GIFT TAGS VINTAGE CHRISTMAS,Seasonal,196.57894736842104
23354,19,3346,6 GIFT TAGS 50'S CHRISTMAS,Seasonal,176.10526315789474
23355,16,5338,HOT WATER BOTTLE KEEP CALM,Others,333.625
23356,16,2352,LOVE HOT WATER BOTTLE,Others,147.0
23357,16,435,HOT WATER BOTTLE SEX BOMB,Others,27.1875
23358,15,528,HOT STUFF HOT WATER BOTTLE,Others,35.2
23359,19,979,SET OF 12 T-LIGHTS VINTAGE DOILEY,Others,51.526315789473685
23360,18,1151,SET 8 CANDLES VINTAGE DOILEY,Others,63.94444444444444
23365,12,1531,SET 12 COLOUR PENCILS LOVE LONDON,Others,127.58333333333333
23366,12,1923,SET 12 COLOURING PENCILS DOILY,Others,160.25
23367,12,2785,SET 12 COLOUR PENCILS SPACEBOY,Others,232.08333333333334
23368,12,2155,SET 12 COLOUR PENCILS DOLLY GIRL,Others,179.58333333333334
23369,12,901,SET 36 COLOUR PENCILS LOVE LONDON,Others,75.08333333333333
23370,12,1359,SET 36 COLOURING PENCILS DOILY,Others,113.25
23371,12,1505,SET 36 COLOUR PENCILS SPACEBOY,Others,125.41666666666667
23372,12,1296,SET 36 COLOUR PENCILS DOLLY GIRL,Others,108.0
23373,18,1563,VINTAGE CHRISTMAS PAPER GIFT BAG,Stationery,86.83333333333333
23374,19,2444,RED SPOT PAPER GIFT BAG,Stationery,128.6315789473684
23375,16,1327,50'S CHRISTMAS PAPER GIFT BAG,Stationery,82.9375
23376,15,2642,PACK OF 12 VINTAGE CHRISTMAS TISSUE,Seasonal,176.13333333333333
23377,14,1203,PACK OF 12 DOLLY GIRL TISSUES,Others,85.92857142857143
23378,15,3419,PACK OF 12 50'S CHRISTMAS TISSUES,Seasonal,227.93333333333334
23379,14,1175,PACK OF 12 RED APPLE TISSUES,Others,83.92857142857143
23380,14,2159,PACK OF 12 VINTAGE DOILY TISSUES,Others,154.21428571428572
23381,14,1487,PACK OF 12 VINTAGE LEAF TISSUES,Others,106.21428571428571
23382,9,1712,BOX OF 6 CHRISTMAS CAKE DECORATIONS,Seasonal,190.22222222222223
23388,14,793,WOODLAND MINI BACKPACK,Others,56.642857142857146
23389,14,1050,SPACEBOY MINI BACKPACK,Others,75.0
23390,14,725,DOLLY GIRL MINI BACKPACK,Others,51.785714285714285
23391,14,361,I LOVE LONDON MINI BACKPACK,Others,25.785714285714285
23392,14,592,SPACEBOY ROCKET LOLLY MAKERS,Others,42.285714285714285
23393,15,769,HOME SWEET HOME CUSHION COVER,Home Decor,51.266666666666666
23394,15,395,POSTE FRANCE CUSHION COVER,Home Decor,26.333333333333332
23395,15,696,BELLE JARDINIERE CUSHION COVER,Home Decor,46.4
23396,15,616,LA JARDIN BOTANIQUE CUSHION COVER,Home Decor,41.06666666666667
23397,13,434,FOOT STOOL HOME SWEET HOME,Others,33.38461538461539
